Attackers,Defenders,AttackerWinPercentage,Outcomes
9,23,1.9543,0 16 8.6361 0 14 8.2619 0 15 8.0757 0 17 7.7546 0 18 7.5109 0 13 7.0482 0 12 6.7222 0 19 5.8546 0 11 5.5438 0 10 5.0958 0 20 4.7889 0 9 3.9085 0 8 3.544 0 21 2.9099 0 7 2.643 0 6 2.2433 0 5 1.6716 0 22 1.6512 0 4 1.4045 0 3 1.0276 0 2 0.8277 3 0 0.6012 0 23 0.5438 2 0 0.4604 0 1 0.3756 4 0 0.3423 1 0 0.2656 5 0 0.1723 6 0 0.0746 7 0 0.0296 8 0 0.0061 9 0 0.0013 
9,22,2.7063,0 15 8.6614 0 13 8.2141 0 14 7.9787 0 16 7.7307 0 17 7.5685 0 12 7.0249 0 11 6.7774 0 18 5.8624 0 10 5.5 0 9 5.0782 0 19 4.7699 0 8 3.9374 0 7 3.5015 0 20 2.9403 0 6 2.6237 0 5 2.2817 0 4 1.6946 0 21 1.6667 0 3 1.4265 0 2 1.0075 3 0 0.7865 2 0 0.6743 0 22 0.5479 0 1 0.4975 4 0 0.4852 1 0 0.3417 5 0 0.2509 6 0 0.1117 7 0 0.0397 8 0 0.0137 9 0 0.0017 
9,21,3.5562,0 14 8.6769 0 12 8.173 0 13 8.0077 0 15 7.7482 0 16 7.5722 0 11 7.0616 0 10 6.8179 0 17 5.8623 0 9 5.5009 0 8 5.092 0 18 4.7712 0 7 3.9274 0 6 3.494 0 19 2.9347 0 5 2.6299 0 4 2.2618 0 3 1.6811 0 20 1.6346 0 2 1.4081 3 0 1.0761 2 0 0.8073 0 1 0.643 4 0 0.6257 0 21 0.5432 1 0 0.4585 5 0 0.3432 6 0 0.159 7 0 0.0639 8 0 0.0182 9 0 0.0034 
9,20,4.7791,0 13 8.7274 0 11 8.2108 0 12 7.9787 0 14 7.7135 0 15 7.5541 0 10 6.9853 0 9 6.7612 0 16 5.9058 0 8 5.5065 0 7 5.0499 0 17 4.8123 0 6 3.9788 0 5 3.5202 0 18 2.9349 0 4 2.6365 0 3 2.2688 0 2 1.6734 0 19 1.6354 3 0 1.3497 2 0 1.1274 4 0 0.8598 0 1 0.8173 1 0 0.5846 0 20 0.5481 5 0 0.484 6 0 0.2416 7 0 0.096 8 0 0.0306 9 0 0.0045 
9,19,6.2097,0 12 8.6928 0 10 8.2075 0 11 7.9943 0 13 7.7494 0 14 7.4824 0 9 7.0334 0 8 6.8043 0 15 5.8766 0 7 5.5117 0 6 5.0819 0 16 4.784 0 5 3.9503 0 4 3.5241 0 17 2.9273 0 3 2.6414 0 2 2.2905 3 0 1.7462 0 18 1.6519 2 0 1.3519 4 0 1.1551 0 1 1.0424 1 0 0.7393 5 0 0.6852 0 19 0.5422 6 0 0.3334 7 0 0.149 8 0 0.0409 9 0 0.0078 
9,18,8.3007,0 11 8.6518 0 9 8.2208 0 10 7.9911 0 12 7.7453 0 13 7.4988 0 8 7.0396 0 7 6.811 0 14 5.857 0 6 5.517 0 5 5.0699 0 15 4.7877 0 4 3.9411 0 3 3.4893 0 16 2.9373 0 2 2.6513 3 0 2.272 2 0 1.8445 0 17 1.6378 4 0 1.5296 0 1 1.3021 1 0 0.9357 5 0 0.9199 0 18 0.5486 6 0 0.5036 7 0 0.2137 8 0 0.0695 9 0 0.0113 
9,17,10.625,0 10 8.6369 0 8 8.2011 0 9 7.9736 0 11 7.7395 0 12 7.5464 0 7 7.0092 0 6 6.7875 0 13 5.9059 0 5 5.5284 0 4 5.0612 0 14 4.7726 0 3 3.9227 0 2 3.528 0 15 2.9321 3 0 2.9056 2 0 2.1364 4 0 2.0336 0 16 1.6448 0 1 1.626 5 0 1.2443 1 0 1.1698 6 0 0.676 0 17 0.5574 7 0 0.3299 8 0 0.1047 9 0 0.0238 
9,16,13.7285,0 9 8.6587 0 7 8.2428 0 8 8.0512 0 10 7.721 0 11 7.5318 0 6 7.0103 0 5 6.7911 0 12 5.8706 0 4 5.5236 0 3 5.099 0 13 4.779 0 2 3.9446 3 0 3.6514 0 14 2.8988 2 0 2.749 4 0 2.588 0 1 1.9753 5 0 1.6989 0 15 1.619 1 0 1.3931 6 0 0.9912 0 16 0.5531 7 0 0.4512 8 0 0.1687 9 0 0.0361 
9,15,17.2354,0 8 8.6969 0 6 8.2455 0 7 7.9558 0 9 7.7506 0 10 7.5344 0 5 7.0393 0 4 6.7535 0 11 5.8633 0 3 5.5304 0 2 5.0904 0 12 4.7845 3 0 4.4467 4 0 3.3268 2 0 3.1794 0 13 2.9184 0 1 2.3895 5 0 2.2435 1 0 1.7045 0 14 1.6594 6 0 1.3356 7 0 0.683 0 15 0.5512 8 0 0.2491 9 0 0.0659 
9,14,21.9819,0 7 8.7001 0 5 8.2369 0 6 8.0044 0 8 7.73 0 9 7.5617 0 4 7.0107 0 3 6.7545 0 10 5.8807 0 2 5.4885 3 0 5.479 0 11 4.7853 4 0 4.2069 2 0 3.9998 5 0 2.963 0 12 2.9241 0 1 2.7532 1 0 1.9906 6 0 1.8751 0 13 1.6416 7 0 0.9625 0 14 0.545 8 0 0.4035 9 0 0.1006 
9,13,26.9947,0 6 8.6516 0 4 8.2066 0 5 8.0323 0 7 7.7546 0 8 7.5329 0 3 7.0732 0 2 6.751 3 0 6.3716 0 9 5.8657 4 0 5.2455 0 10 4.7579 2 0 4.4478 5 0 3.8601 0 1 3.2734 0 11 2.8924 6 0 2.5248 1 0 2.3445 0 12 1.6627 7 0 1.4421 8 0 0.5868 0 13 0.5497 9 0 0.1706 
9,12,33.3614,0 5 8.6828 0 3 8.2287 0 4 7.9839 0 6 7.7649 3 0 7.5881 0 7 7.499 0 2 7.0452 4 0 6.3014 0 8 5.884 2 0 5.254 5 0 4.9797 0 9 4.7763 0 1 3.6709 6 0 3.4779 0 10 2.8993 1 0 2.5725 7 0 1.9741 0 11 1.6556 8 0 0.9523 0 12 0.5468 9 0 0.2605 
9,11,39.9085,0 4 8.6573 3 0 8.345 0 2 8.1982 0 3 8.0402 0 5 7.7549 4 0 7.6409 0 6 7.546 5 0 6.1542 0 7 5.8997 2 0 5.6649 0 8 4.7599 6 0 4.4976 0 1 4.1162 1 0 2.9297 0 9 2.9159 7 0 2.8656 0 10 1.6548 8 0 1.3474 0 11 0.5473 9 0 0.4623 
9,10,47.9732,3 0 9.6113 4 0 8.7274 0 3 8.6644 0 2 8.0403 0 4 7.7677 5 0 7.6951 0 5 7.5016 2 0 6.3132 0 6 5.877 6 0 5.8741 0 7 4.7934 0 1 4.2628 7 0 3.9019 1 0 3.0468 0 8 2.9264 8 0 2.0822 0 9 1.6498 9 0 0.7203 0 10 0.5424 
9,9,55.779,4 0 10.1918 3 0 9.7908 5 0 9.0279 0 2 8.665 0 3 7.7521 6 0 7.5393 0 4 7.519 2 0 6.3612 0 5 5.8821 7 0 5.4367 0 6 4.7947 0 1 4.467 1 0 3.2192 8 0 2.9692 0 7 2.9467 0 8 1.6535 9 0 1.242 0 9 0.54 
9,8,64.6841,5 0 10.8053 4 0 10.6537 3 0 10.6331 6 0 9.2938 0 2 7.7293 0 3 7.5202 7 0 7.2445 2 0 6.5581 0 4 5.8795 0 5 4.7825 8 0 4.5339 0 1 4.2857 1 0 3.0827 0 6 2.9058 9 0 1.8781 0 7 1.6537 0 8 0.5584 
9,7,72.5806,5 0 11.6502 4 0 11.5714 6 0 11.3758 3 0 9.8412 7 0 9.5276 0 2 7.581 8 0 6.2778 2 0 5.9976 0 3 5.8609 0 4 4.8011 0 1 4.0808 9 0 3.3982 1 0 2.9399 0 5 2.9012 0 6 1.6522 0 7 0.5415 
9,6,80.7514,5 0 12.9984 6 0 12.7868 7 0 12.2991 4 0 10.8047 3 0 9.6454 8 0 9.2124 0 2 5.8549 2 0 5.411 9 0 5.1205 0 3 4.7899 0 1 3.4778 0 4 2.9329 1 0 2.4722 0 5 1.6556 0 6 0.5369 
9,5,87.2929,7 0 14.7184 6 0 14.4997 8 0 12.3341 5 0 12.1238 4 0 10.5682 9 0 9.1885 3 0 7.5756 0 2 4.743 2 0 4.2893 0 3 2.9501 0 1 2.8344 1 0 1.9944 0 4 1.6335 0 5 0.5456 
9,4,93.0346,7 0 17.9028 8 0 16.4732 6 0 14.082 9 0 13.7584 5 0 12.0292 4 0 8.0297 3 0 6.2996 2 0 3.1143 0 2 2.909 0 1 1.8903 0 3 1.6265 1 0 1.3445 0 4 0.5392 
9,3,96.7123,9 0 24.5071 8 0 20.8459 7 0 17.3976 6 0 13.2623 5 0 8.4624 4 0 6.1272 3 0 3.5235 2 0 1.7855 0 2 1.6578 0 1 1.0937 1 0 0.7999 0 3 0.5359 
9,2,99.028,9 0 37.1765 8 0 22.1676 7 0 18.4001 6 0 9.0431 5 0 6.256 4 0 2.9407 3 0 1.9294 2 0 0.7984 0 2 0.5424 0 1 0.4294 1 0 0.3153 
9,1,99.9887,9 0 65.9739 8 0 22.4603 7 0 7.6033 6 0 2.6029 5 0 0.8972 4 0 0.3028 3 0 0.1077 2 0 0.0301 0 1 0.0112 1 0 0.0096 
8,25,0.561,0 19 9.3507 0 17 8.6831 0 18 8.5917 0 20 8.4071 0 21 8.1243 0 16 7.3104 0 15 6.9442 0 22 6.121 0 14 5.5441 0 13 4.9896 0 23 4.7753 0 12 3.7795 0 11 3.308 0 24 2.4772 0 10 2.421 0 9 2.0446 0 8 1.4616 0 7 1.2212 0 25 1.133 0 6 0.8453 0 5 0.6838 0 4 0.4751 0 3 0.3841 0 2 0.2426 3 0 0.178 2 0 0.1597 0 1 0.118 4 0 0.0874 1 0 0.0826 5 0 0.0362 6 0 0.0133 7 0 0.0027 8 0 0.0003 
8,24,0.7659,0 18 9.421 0 16 8.7171 0 17 8.6338 0 19 8.421 0 20 8.132 0 15 7.3526 0 14 6.8907 0 21 6.1469 0 13 5.5114 0 12 4.9653 0 22 4.7059 0 11 3.7799 0 10 3.2946 0 23 2.4739 0 9 2.4061 0 8 2.0465 0 7 1.4585 0 6 1.2229 0 24 1.1133 0 5 0.8368 0 4 0.6817 0 3 0.4742 0 2 0.3791 3 0 0.244 2 0 0.2075 0 1 0.1665 4 0 0.1226 1 0 0.1127 5 0 0.0545 6 0 0.0191 7 0 0.0046 8 0 0.0001 
8,23,1.0991,0 17 9.3641 0 15 8.716 0 16 8.6048 0 18 8.4111 0 19 8.1061 0 14 7.3139 0 13 6.9653 0 20 6.1002 0 12 5.5055 0 11 4.9532 0 21 4.7676 0 10 3.8142 0 9 3.2799 0 22 2.4939 0 8 2.4476 0 7 2.0444 0 6 1.4399 0 5 1.2067 0 23 1.1278 0 4 0.8411 0 3 0.6966 0 2 0.4715 3 0 0.3339 2 0 0.3116 0 1 0.2272 4 0 0.1781 1 0 0.1637 5 0 0.0765 6 0 0.0277 7 0 0.0053 8 0 0.0015 
8,22,1.4917,0 16 9.4937 0 14 8.7108 0 15 8.6349 0 17 8.3906 0 18 8.0849 0 13 7.2827 0 12 6.9332 0 19 6.1788 0 11 5.5048 0 10 4.9734 0 20 4.6595 0 9 3.7891 0 8 3.2851 0 21 2.508 0 7 2.4286 0 6 2.0314 0 5 1.4844 0 4 1.1933 0 22 1.1111 0 3 0.849 0 2 0.6784 3 0 0.4765 2 0 0.3942 0 1 0.3004 4 0 0.2407 1 0 0.2054 5 0 0.1174 6 0 0.0429 7 0 0.0125 8 0 0.0013 
8,21,2.0729,0 15 9.4247 0 13 8.6791 0 14 8.5794 0 16 8.4415 0 17 8.1326 0 12 7.3171 0 11 6.9443 0 18 6.1704 0 10 5.4836 0 9 4.9745 0 19 4.7662 0 8 3.7429 0 7 3.2948 0 20 2.4889 0 6 2.4175 0 5 2.0534 0 4 1.4631 0 3 1.2028 0 21 1.1125 0 2 0.8377 3 0 0.6375 2 0 0.5559 0 1 0.398 4 0 0.3521 1 0 0.2808 5 0 0.1644 6 0 0.0613 7 0 0.0175 8 0 0.0026 
8,20,2.7857,0 14 9.3932 0 12 8.6679 0 13 8.5902 0 15 8.4724 0 16 8.139 0 11 7.3056 0 10 6.9413 0 17 6.1363 0 9 5.5563 0 8 4.9747 0 18 4.7364 0 7 3.7805 0 6 3.2669 0 19 2.4641 0 5 2.4031 0 4 2.0193 0 3 1.4867 0 2 1.2074 0 20 1.1226 3 0 0.8759 2 0 0.6823 0 1 0.5484 4 0 0.4719 1 0 0.3863 5 0 0.2456 6 0 0.0887 7 0 0.0284 8 0 0.0058 
8,19,3.8431,0 13 9.3815 0 11 8.7099 0 12 8.6041 0 14 8.3635 0 15 8.1226 0 10 7.3566 0 9 6.9525 0 16 6.1513 0 8 5.5068 0 7 4.9504 0 17 4.7196 0 6 3.7934 0 5 3.2849 0 18 2.4872 0 4 2.3988 0 3 2.069 0 2 1.4625 3 0 1.1713 0 19 1.1337 2 0 0.9584 0 1 0.7067 4 0 0.6698 1 0 0.5091 5 0 0.3329 6 0 0.1508 7 0 0.0424 8 0 0.0076 
8,18,5.059,0 12 9.3912 0 10 8.7207 0 11 8.6049 0 13 8.4318 0 14 8.1302 0 9 7.3305 0 8 6.9706 0 15 6.1597 0 7 5.5263 0 6 4.96 0 16 4.7289 0 5 3.7348 0 4 3.2764 0 17 2.4834 0 3 2.4188 0 2 2.0394 3 0 1.5258 2 0 1.1722 0 18 1.126 4 0 0.9105 0 1 0.9056 1 0 0.6586 5 0 0.4992 6 0 0.2097 7 0 0.0675 8 0 0.0147 
8,17,6.8452,0 11 9.3957 0 9 8.7159 0 10 8.571 0 12 8.4251 0 13 8.1118 0 8 7.3379 0 7 6.9083 0 14 6.1662 0 6 5.5263 0 5 4.9573 0 15 4.7256 0 4 3.7841 0 3 3.2911 0 16 2.499 0 2 2.4198 3 0 1.9786 2 0 1.6323 4 0 1.2679 0 1 1.1892 0 17 1.1288 1 0 0.8497 5 0 0.6632 6 0 0.3226 7 0 0.1077 8 0 0.0224 
8,16,8.9445,0 10 9.4022 0 8 8.703 0 9 8.5817 0 11 8.4313 0 12 8.1294 0 7 7.3061 0 6 6.9471 0 13 6.1104 0 5 5.5267 0 4 4.9542 0 14 4.7634 0 3 3.7926 0 2 3.2742 3 0 2.608 0 15 2.5014 2 0 1.9616 4 0 1.6867 0 1 1.4916 0 16 1.1386 1 0 1.0689 5 0 0.9733 6 0 0.4481 7 0 0.1617 8 0 0.0354 
8,15,11.871,0 9 9.3958 0 7 8.7062 0 8 8.582 0 10 8.4719 0 11 8.107 0 6 7.344 0 5 6.8836 0 12 6.1734 0 4 5.4925 0 3 4.9753 0 13 4.7179 0 2 3.7894 3 0 3.3137 2 0 2.6117 0 14 2.4972 4 0 2.2902 0 1 1.8786 5 0 1.3413 1 0 1.3146 0 15 1.1127 6 0 0.6778 7 0 0.2531 8 0 0.0678 
8,14,15.1366,0 8 9.3825 0 6 8.6939 0 7 8.6193 0 9 8.4434 0 10 8.1793 0 5 7.3586 0 4 6.9129 0 11 6.1327 0 3 5.4901 0 2 4.9742 0 12 4.7469 3 0 4.2052 2 0 3.0411 4 0 2.9469 0 13 2.4953 0 1 2.2993 5 0 1.8487 1 0 1.6333 0 14 1.1336 6 0 0.9608 7 0 0.4054 8 0 0.0944 
8,13,19.7547,0 7 9.4207 0 5 8.693 0 6 8.6163 0 8 8.3841 0 9 8.1421 0 4 7.2992 0 3 6.9404 0 10 6.1018 0 2 5.5222 3 0 5.255 0 11 4.7424 2 0 3.9065 4 0 3.8784 0 1 2.7904 5 0 2.5007 0 12 2.4689 1 0 1.9862 6 0 1.4459 0 13 1.1225 7 0 0.6084 8 0 0.1728 
8,12,24.6666,0 6 9.4205 0 4 8.702 0 5 8.5746 0 7 8.4225 0 8 8.1267 0 3 7.3267 0 2 6.9375 3 0 6.2722 0 9 6.1011 4 0 4.9337 0 10 4.7428 2 0 4.4388 5 0 3.4606 0 1 3.3272 0 11 2.5211 1 0 2.383 6 0 1.9707 0 12 1.1295 7 0 0.9411 8 0 0.2657 
8,11,31.177,0 5 9.4184 0 3 8.7259 0 4 8.626 0 6 8.3835 0 7 8.1286 3 0 7.6868 0 2 7.3073 4 0 6.13 0 8 6.1179 2 0 5.4724 0 9 4.7415 5 0 4.5273 0 1 3.7711 6 0 2.8603 1 0 2.7073 0 10 2.4703 7 0 1.3338 0 11 1.1314 8 0 0.4583 
8,10,38.0022,0 4 9.3951 3 0 8.7472 0 2 8.7095 0 3 8.5853 0 5 8.4229 0 6 8.1241 4 0 7.6779 0 7 6.1393 5 0 5.9015 2 0 5.881 0 8 4.7317 0 1 4.2738 6 0 3.9113 1 0 3.0704 0 9 2.5002 7 0 2.1141 0 10 1.1149 8 0 0.698 
8,9,46.4554,3 0 10.1419 0 3 9.3844 4 0 9.0197 0 2 8.5847 0 4 8.4222 0 5 8.1037 5 0 7.5793 2 0 6.7304 0 6 6.1817 6 0 5.4661 0 7 4.6979 0 1 4.5579 1 0 3.2684 7 0 2.986 0 8 2.4904 8 0 1.2628 0 9 1.1208 
8,8,54.7226,4 0 10.7901 3 0 10.6287 0 2 9.4174 5 0 9.2747 0 3 8.3979 0 4 8.09 6 0 7.2451 2 0 6.8659 0 5 6.1333 0 1 4.897 0 6 4.7466 7 0 4.5661 1 0 3.4509 0 7 2.4721 8 0 1.9003 0 8 1.1223 
8,7,64.2047,3 0 11.6246 4 0 11.6048 5 0 11.3537 6 0 9.515 0 2 8.4623 0 3 8.1326 2 0 7.064 7 0 6.3251 0 4 6.1372 0 1 4.733 0 5 4.7218 8 0 3.3682 1 0 3.3485 0 6 2.478 0 7 1.1297 
8,6,72.8903,4 0 12.8757 5 0 12.7849 6 0 12.3166 3 0 10.8611 7 0 9.1791 0 2 8.1222 2 0 6.5884 0 3 6.1433 8 0 5.1084 0 4 4.7638 0 1 4.4871 1 0 3.1753 0 5 2.4736 0 6 1.1191 
8,5,81.8975,6 0 14.7187 5 0 14.6093 7 0 12.34 4 0 12.0868 3 0 10.5861 8 0 9.1183 0 2 6.1065 2 0 5.814 0 3 4.6853 0 1 3.7001 1 0 2.6235 0 4 2.4864 0 5 1.1237 
8,4,88.791,6 0 17.8292 7 0 16.5292 5 0 14.0335 8 0 13.7977 4 0 11.9852 3 0 8.0183 0 2 4.7289 2 0 4.5296 0 1 2.8832 0 3 2.4791 1 0 2.0675 0 4 1.1174 
8,3,94.6535,8 0 24.4777 7 0 20.8071 6 0 17.4557 5 0 13.2416 4 0 8.5021 3 0 6.0663 2 0 2.86 0 2 2.4984 0 1 1.7052 1 0 1.2422 0 3 1.1426 
8,2,98.0145,8 0 37.2068 7 0 22.1232 6 0 18.4322 5 0 9.0293 4 0 6.2266 3 0 2.9509 2 0 1.4445 0 2 1.1287 0 1 0.8566 1 0 0.6002 
8,1,99.9626,8 0 65.9889 7 0 22.4339 6 0 7.6301 5 0 2.6064 4 0 0.8867 3 0 0.3049 2 0 0.0835 0 1 0.0373 1 0 0.0274 
7,25,0.2611,0 20 10.358 0 19 9.3622 0 18 9.297 0 21 9.2843 0 22 8.8226 0 17 7.6281 0 16 7.1003 0 23 6.4135 0 15 5.471 0 14 4.8276 0 24 4.3494 0 13 3.5395 0 12 2.9839 0 11 2.1735 0 25 1.8731 0 10 1.7793 0 9 1.2345 0 8 0.9899 0 7 0.6933 0 6 0.5371 0 5 0.3572 0 4 0.2799 0 3 0.1838 0 2 0.1346 3 0 0.0959 2 0 0.0693 0 1 0.0628 1 0 0.0459 4 0 0.0329 5 0 0.0127 6 0 0.0032 7 0 0.0005 
7,24,0.3695,0 19 10.3167 0 18 9.3644 0 20 9.2958 0 17 9.2563 0 21 8.8533 0 16 7.6628 0 15 7.0808 0 22 6.4466 0 14 5.4899 0 13 4.8469 0 23 4.3449 0 12 3.5465 0 11 2.9869 0 10 2.1513 0 24 1.869 0 9 1.7568 0 8 1.2311 0 7 0.9947 0 6 0.6887 0 5 0.5452 0 4 0.3489 0 3 0.2793 0 2 0.1864 3 0 0.123 2 0 0.114 0 1 0.0849 1 0 0.0569 4 0 0.0512 5 0 0.0178 6 0 0.0049 7 0 0.001 
7,23,0.5235,0 18 10.3207 0 17 9.3787 0 19 9.3423 0 16 9.2832 0 20 8.834 0 15 7.6393 0 14 7.071 0 21 6.4507 0 13 5.4689 0 12 4.7804 0 22 4.346 0 11 3.5623 0 10 2.9882 0 9 2.1531 0 23 1.8667 0 8 1.7852 0 7 1.2447 0 6 0.9727 0 5 0.6767 0 4 0.5452 0 3 0.3633 0 2 0.2831 3 0 0.1771 2 0 0.1481 0 1 0.1178 1 0 0.085 4 0 0.0737 5 0 0.0311 6 0 0.0071 7 0 0.0007 
7,22,0.7584,0 17 10.3478 0 16 9.3332 0 18 9.2811 0 15 9.2742 0 19 8.8236 0 14 7.6193 0 13 7.0942 0 20 6.4231 0 12 5.4682 0 11 4.8055 0 21 4.3459 0 10 3.5601 0 9 3.0253 0 8 2.1798 0 22 1.8808 0 7 1.7717 0 6 1.2536 0 5 1.0016 0 4 0.6795 0 3 0.5381 0 2 0.36 3 0 0.2445 2 0 0.2285 0 1 0.1728 1 0 0.1162 4 0 0.1134 5 0 0.0396 6 0 0.0133 7 0 0.0022 
7,21,1.0565,0 16 10.354 0 15 9.3453 0 17 9.3129 0 14 9.2424 0 18 8.8269 0 13 7.6362 0 12 7.0787 0 19 6.463 0 11 5.4786 0 10 4.8074 0 20 4.3569 0 9 3.5601 0 8 3.0041 0 7 2.1633 0 21 1.8692 0 6 1.7723 0 5 1.2455 0 4 0.9961 0 3 0.667 0 2 0.531 3 0 0.3565 2 0 0.2926 0 1 0.2305 1 0 0.1623 4 0 0.16 5 0 0.0625 6 0 0.019 7 0 0.0029 
7,20,1.5013,0 15 10.3748 0 16 9.348 0 14 9.332 0 13 9.3268 0 17 8.8239 0 12 7.6649 0 11 7.0425 0 18 6.4341 0 10 5.4345 0 9 4.7917 0 19 4.3556 0 8 3.5741 0 7 2.9822 0 6 2.1423 0 20 1.8743 0 5 1.7795 0 4 1.2204 0 3 1.0008 0 2 0.6768 3 0 0.4736 2 0 0.4312 0 1 0.3175 4 0 0.2371 1 0 0.2322 5 0 0.0941 6 0 0.0274 7 0 0.005 
7,19,2.0722,0 14 10.3703 0 13 9.3853 0 12 9.2866 0 15 9.2786 0 16 8.8472 0 11 7.6098 0 10 7.0298 0 17 6.4691 0 9 5.4803 0 8 4.8007 0 18 4.321 0 7 3.5933 0 6 2.9715 0 5 2.1552 0 19 1.8491 0 4 1.7946 0 3 1.2506 0 2 1.0104 3 0 0.6655 2 0 0.5496 0 1 0.4225 4 0 0.3421 1 0 0.3166 5 0 0.1455 6 0 0.0448 7 0 0.0074 
7,18,2.9009,0 13 10.2869 0 12 9.3714 0 14 9.3655 0 11 9.2156 0 15 8.826 0 10 7.6795 0 9 7.0738 0 16 6.4708 0 8 5.4719 0 7 4.7591 0 17 4.3349 0 6 3.5574 0 5 3.014 0 4 2.1809 0 18 1.8897 0 3 1.7925 0 2 1.2195 3 0 0.9011 2 0 0.7948 0 1 0.5879 4 0 0.4902 1 0 0.4182 5 0 0.2087 6 0 0.0736 7 0 0.0136 
7,17,3.9586,0 12 10.3816 0 13 9.3471 0 11 9.3124 0 10 9.251 0 14 8.803 0 9 7.6951 0 8 7.0228 0 15 6.4619 0 7 5.4649 0 6 4.7884 0 16 4.3316 0 5 3.5631 0 4 3.0097 0 3 2.1712 0 17 1.8614 0 2 1.7883 3 0 1.278 2 0 0.9946 0 1 0.7862 4 0 0.6914 1 0 0.548 5 0 0.3154 6 0 0.106 7 0 0.0245 
7,16,5.4685,0 11 10.34 0 10 9.3388 0 12 9.3181 0 9 9.2804 0 13 8.8053 0 8 7.6562 0 7 7.0596 0 14 6.4967 0 6 5.4855 0 5 4.7869 0 15 4.3508 0 4 3.5722 0 3 2.9728 0 2 2.152 0 16 1.8671 3 0 1.668 2 0 1.429 0 1 1.0475 4 0 0.9659 1 0 0.7512 5 0 0.4459 6 0 0.1718 7 0 0.036 
7,15,7.2964,0 10 10.3544 0 9 9.4436 0 11 9.3251 0 8 9.2855 0 12 8.8167 0 7 7.6089 0 6 7.0585 0 13 6.4316 0 5 5.4794 0 4 4.7736 0 14 4.359 0 3 3.541 0 2 3.0312 3 0 2.2495 0 15 1.844 2 0 1.7534 0 1 1.3496 4 0 1.315 1 0 0.9792 5 0 0.6841 6 0 0.2508 7 0 0.0637 
7,14,9.9523,0 9 10.3282 0 8 9.3626 0 10 9.3393 0 7 9.3007 0 11 8.8579 0 6 7.6522 0 5 7.0457 0 12 6.4579 0 4 5.4307 0 3 4.7746 0 13 4.3584 0 2 3.5452 3 0 2.9627 2 0 2.367 4 0 1.9054 0 14 1.8628 0 1 1.7301 1 0 1.2439 5 0 0.9701 6 0 0.4087 7 0 0.0938 
7,13,13.0548,0 8 10.3587 0 7 9.3578 0 9 9.3429 0 6 9.2328 0 10 8.8099 0 5 7.6557 0 4 7.0725 0 11 6.4307 0 3 5.4316 0 2 4.7964 0 12 4.3402 3 0 3.8492 2 0 2.9133 4 0 2.5225 0 1 2.2292 0 13 1.8855 1 0 1.5574 5 0 1.4365 6 0 0.6028 7 0 0.1724 
7,12,17.3483,0 7 10.3589 0 6 9.374 0 8 9.3161 0 5 9.2748 0 9 8.7887 0 4 7.6633 0 3 7.0729 0 10 6.3873 0 2 5.4729 3 0 4.9881 0 11 4.3502 2 0 3.8092 4 0 3.4268 0 1 2.7025 5 0 1.9891 1 0 1.9228 0 12 1.8889 6 0 0.9423 7 0 0.2693 
7,11,22.1715,0 6 10.3646 0 7 9.3441 0 5 9.3215 0 4 9.2905 0 8 8.7572 0 3 7.6626 0 2 7.0824 0 9 6.4453 3 0 6.2112 4 0 4.5306 2 0 4.4064 0 10 4.3244 0 1 3.3514 5 0 2.8492 1 0 2.3629 0 11 1.8834 6 0 1.3527 7 0 0.4578 
7,10,28.653,0 5 10.3154 0 4 9.354 0 6 9.3361 0 3 9.3041 0 7 8.8242 0 2 7.6678 3 0 7.6436 0 8 6.4276 4 0 5.9402 2 0 5.6021 0 9 4.3443 0 1 3.9067 5 0 3.8994 1 0 2.8005 6 0 2.0594 0 10 1.8658 7 0 0.7071 
7,9,35.724,0 4 10.4244 0 3 9.3378 0 5 9.3248 0 2 9.2979 3 0 9.0475 0 6 8.8323 4 0 7.5563 0 7 6.4077 2 0 6.1983 5 0 5.4464 0 1 4.4898 0 8 4.3118 1 0 3.237 6 0 2.9513 0 9 1.8486 7 0 1.2865 
7,8,44.5796,3 0 10.7586 0 3 10.3725 0 2 9.3337 4 0 9.3058 0 4 9.2798 0 5 8.8075 2 0 7.2647 5 0 7.243 0 6 6.4413 0 1 4.9501 6 0 4.5377 0 7 4.3492 1 0 3.5421 7 0 1.927 0 8 1.8855 
7,7,53.4438,3 0 11.5778 4 0 11.3599 0 2 10.3449 5 0 9.4637 0 3 9.3475 0 4 8.8624 2 0 7.5212 0 5 6.4324 6 0 6.3314 0 1 5.3366 0 6 4.3581 1 0 3.7859 7 0 3.4032 0 7 1.8736 
7,6,63.956,3 0 12.9189 4 0 12.8331 5 0 12.3079 0 2 9.3468 6 0 9.186 0 3 8.7902 2 0 7.8694 0 4 6.4177 0 1 5.2566 7 0 5.1374 0 5 4.3615 1 0 3.7026 0 6 1.8706 
7,5,73.6381,5 0 14.7267 4 0 14.574 6 0 12.3319 3 0 12.1906 7 0 9.0722 0 2 8.7888 2 0 7.2538 0 3 6.4442 0 1 4.9299 0 4 4.3513 1 0 3.4882 0 5 1.8472 
7,4,83.3909,5 0 17.8965 6 0 16.4873 4 0 13.9857 7 0 13.8071 3 0 12.0322 0 2 6.4433 2 0 6.3469 0 3 4.3218 0 1 3.9862 1 0 2.8345 0 4 1.8574 
